GO	go_name	go_namespace
GO:0003949	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity	MF
GO:0003950	NAD+ poly-ADP-ribosyltransferase activity	MF
GO:0003951	NAD+ kinase activity	MF
GO:0003952	NAD+ synthase (glutamine-hydrolyzing) activity	MF
GO:0003955	NAD(P)H dehydrogenase (quinone) activity	MF
GO:0003958	NADPH-hemoprotein reductase activity	MF
GO:0003959	NADPH dehydrogenase activity	MF
GO:0003961	O-acetylhomoserine aminocarboxypropyltransferase activity	MF
GO:0003963	RNA-3'-phosphate cyclase activity	MF
GO:0003968	RNA-directed RNA polymerase activity	MF
GO:0003972	RNA ligase (ATP) activity	MF
GO:0003977	UDP-N-acetylglucosamine diphosphorylase activity	MF
GO:0003978	UDP-glucose 4-epimerase activity	MF
GO:0003979	UDP-glucose 6-dehydrogenase activity	MF
GO:0003980	UDP-glucose:glycoprotein glucosyltransferase activity	MF
GO:0003983	UTP:glucose-1-phosphate uridylyltransferase activity	MF
GO:0003984	acetolactate synthase activity	MF
GO:0003985	acetyl-CoA C-acetyltransferase activity	MF
GO:0003986	acetyl-CoA hydrolase activity	MF
GO:0003987	acetyl-CoA synthetase activity	MF
GO:0003988	acetyl-CoA C-acyltransferase activity	MF
GO:0003989	acetyl-CoA carboxylase activity	MF
GO:0003991	acetylglutamate kinase activity	MF
GO:0003992	N2-acetyl-L-ornithine:2-oxoglutarate 5-transaminase activity	MF
GO:0003993	acid phosphatase activity	MF
GO:0003994	aconitate hydratase activity	MF
GO:0003995	acyl-CoA dehydrogenase activity	MF
GO:0003997	acyl-CoA oxidase activity	MF
GO:0003998	acylphosphatase activity	MF
GO:0003999	adenine phosphoribosyltransferase activity	MF
GO:0004001	adenosine kinase activity	MF
GO:0004003		
GO:0004004		
GO:0004012		
GO:0004013	adenosylhomocysteinase activity	MF
GO:0004014	adenosylmethionine decarboxylase activity	MF
GO:0004015	S-adenosyl-L-methionine:8-amino-7-oxononanoate transaminase activity	MF
GO:0004016	adenylate cyclase activity	MF
GO:0004017	AMP kinase activity	MF
GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	MF
GO:0004019	adenylosuccinate synthase activity	MF
GO:0004020	adenylylsulfate kinase activity	MF
GO:0004022	alcohol dehydrogenase (NAD+) activity	MF
GO:0004029	aldehyde dehydrogenase (NAD+) activity	MF
GO:0004030	aldehyde dehydrogenase [NAD(P)+] activity	MF
GO:0004032	aldose reductase (NADPH) activity	MF
GO:0004034	aldose 1-epimerase activity	MF
GO:0004035	alkaline phosphatase activity	MF
GO:0004037	allantoicase activity	MF
GO:0004038	allantoinase activity	MF
GO:0004039	allophanate hydrolase activity	MF
GO:0004042	L-glutamate N-acetyltransferase activity, acting on acetyl-CoA as donor	MF
GO:0004043	L-aminoadipate-semialdehyde dehydrogenase [NAD(P)+] activity	MF
GO:0004044	amidophosphoribosyltransferase activity	MF
GO:0004045	peptidyl-tRNA hydrolase activity	MF
GO:0004047	aminomethyltransferase activity	MF
GO:0004048	anthranilate phosphoribosyltransferase activity	MF
GO:0004049	anthranilate synthase activity	MF
GO:0004053	arginase activity	MF
GO:0004055	argininosuccinate synthase activity	MF
GO:0004056	argininosuccinate lyase activity	MF
GO:0004057	arginyl-tRNA--protein transferase activity	MF
GO:0004061	arylformamidase activity	MF
GO:0004064	arylesterase activity	MF
GO:0004065	arylsulfatase activity	MF
GO:0004066	asparagine synthase (glutamine-hydrolyzing) activity	MF
GO:0004067	asparaginase activity	MF
GO:0004069	L-aspartate:2-oxoglutarate transaminase activity	MF
GO:0004070	aspartate carbamoyltransferase activity	MF
GO:0004072	aspartate kinase activity	MF
GO:0004073	aspartate-semialdehyde dehydrogenase (NADP+) activity	MF
GO:0004075	biotin carboxylase activity	MF
GO:0004076	biotin synthase activity	MF
GO:0004077	biotin--[biotin carboxyl-carrier protein] ligase activity	MF
GO:0004081	bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity	MF
GO:0004084	branched-chain-amino-acid:2-oxoglutarate transaminase activity	MF
GO:0004088	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	MF
GO:0004089	carbonate dehydratase activity	MF
GO:0004092	carnitine O-acetyltransferase activity	MF
GO:0004096	catalase activity	MF
GO:0004100	chitin synthase activity	MF
GO:0004104	cholinesterase activity	MF
GO:0004105	choline-phosphate cytidylyltransferase activity	MF
GO:0004106	chorismate mutase activity	MF
GO:0004107	chorismate synthase activity	MF
GO:0004108	obsolete citrate (Si)-synthase activity	MF
GO:0004109	coproporphyrinogen oxidase activity	MF
GO:0004113	2',3'-cyclic-nucleotide 3'-phosphodiesterase activity	MF
GO:0004115	3',5'-cyclic-AMP phosphodiesterase activity	MF
GO:0004121	obsolete cystathionine beta-lyase activity	MF
GO:0004122	cystathionine beta-synthase activity	MF
GO:0004123	cystathionine gamma-lyase activity	MF
GO:0004124	cysteine synthase activity	MF
GO:0004126	cytidine deaminase activity	MF
GO:0004127	obsolete (d)CMP kinase activity	MF
GO:0004128	cytochrome-b5 reductase activity, acting on NAD(P)H	MF
GO:0004129	cytochrome-c oxidase activity	MF
GO:0004130	cytochrome-c peroxidase activity	MF
GO:0004132	dCMP deaminase activity	MF
GO:0004134	4-alpha-glucanotransferase activity	MF
GO:0004135	amylo-alpha-1,6-glucosidase activity	MF
GO:0004140	dephospho-CoA kinase activity	MF
GO:0004141	dethiobiotin synthase activity	MF
GO:0004143	ATP-dependent diacylglycerol kinase activity	MF
GO:0004144	diacylglycerol O-acyltransferase activity	MF
GO:0004146	dihydrofolate reductase activity	MF
GO:0004148	dihydrolipoyl dehydrogenase (NADH) activity	MF
GO:0004149	dihydrolipoyllysine-residue succinyltransferase activity	MF
GO:0004150	dihydroneopterin aldolase activity	MF
GO:0004151	dihydroorotase activity	MF
GO:0004152	dihydroorotate dehydrogenase activity	MF
GO:0004156	dihydropteroate synthase activity	MF
GO:0004160	dihydroxy-acid dehydratase activity	MF
GO:0004161	dimethylallyltranstransferase activity	MF
GO:0004163	diphosphomevalonate decarboxylase activity	MF
GO:0004164	diphthine synthase activity	MF
GO:0004168	dolichol kinase activity	MF
GO:0004169	dolichyl-phosphate-mannose-protein mannosyltransferase activity	MF
GO:0004170	dUTP diphosphatase activity	MF
GO:0004175	endopeptidase activity	MF
GO:0004176	ATP-dependent peptidase activity	MF
GO:0004177	aminopeptidase activity	MF
GO:0004180	carboxypeptidase activity	MF
GO:0004181	metallocarboxypeptidase activity	MF
GO:0004185	serine-type carboxypeptidase activity	MF
GO:0004190	aspartic-type endopeptidase activity	MF
GO:0004197	cysteine-type endopeptidase activity	MF
GO:0004198	calcium-dependent cysteine-type endopeptidase activity	MF
GO:0004222	metalloendopeptidase activity	MF
GO:0004252	serine-type endopeptidase activity	MF
GO:0004298	threonine-type endopeptidase activity	MF
GO:0004306	ethanolamine-phosphate cytidylyltransferase activity	MF
GO:0004309	exopolyphosphatase activity	MF
GO:0004310	obsolete farnesyl-diphosphate farnesyltransferase activity	MF
GO:0004311	geranylgeranyl diphosphate synthase activity	MF
GO:0004312	fatty acid synthase activity	MF
GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	MF
GO:0004316	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	MF
GO:0004318	enoyl-[acyl-carrier-protein] reductase (NADH) activity	MF
GO:0004322	ferroxidase activity	MF
GO:0004325	protoporphyrin ferrochelatase activity	MF
GO:0004326	tetrahydrofolylpolyglutamate synthase activity	MF
GO:0004329	formate-tetrahydrofolate ligase activity	MF
GO:0004331	fructose-2,6-bisphosphate 2-phosphatase activity	MF
GO:0004332	fructose-bisphosphate aldolase activity	MF
GO:0004333	fumarate hydratase activity	MF
GO:0004334	fumarylacetoacetase activity	MF
GO:0004335	galactokinase activity	MF
GO:0004337	(2E,6E)-farnesyl diphosphate synthase activity	MF
GO:0004339	glucan 1,4-alpha-glucosidase activity	MF
GO:0004342	glucosamine-6-phosphate deaminase activity	MF
GO:0004343	glucosamine 6-phosphate N-acetyltransferase activity	MF
GO:0004345	glucose-6-phosphate dehydrogenase activity	MF
GO:0004347	glucose-6-phosphate isomerase activity	MF
GO:0004349	glutamate 5-kinase activity	MF
GO:0004350	glutamate-5-semialdehyde dehydrogenase (NADP+) activity	MF
GO:0004351	glutamate decarboxylase activity	MF
GO:0004352	L-glutamate dehydrogenase (NAD+) activity	MF
GO:0004354	L-glutamate dehydrogenase (NADP+) activity	MF
GO:0004355	glutamate synthase (NADPH) activity	MF
GO:0004356	glutamine synthetase activity	MF
GO:0004357	glutamate-cysteine ligase activity	MF
GO:0004358	L-glutamate N-acetyltransferase activity, acting on acetyl-L-ornithine as donor	MF
GO:0004359	glutaminase activity	MF
GO:0004360	L-glutamine:D-fructose-6-phosphate transaminase (isomerizing) activity	MF
GO:0004362	glutathione-disulfide reductase (NADPH) activity	MF
GO:0004363	glutathione synthase activity	MF
GO:0004364	glutathione transferase activity	MF
GO:0004365	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	MF
GO:0004367		
GO:0004370	glycerol kinase activity	MF
GO:0004371	glycerone kinase activity	MF
GO:0004372	glycine hydroxymethyltransferase activity	MF
GO:0004373	alpha-1,4-glucan glucosyltransferase (UDP-glucose donor) activity	MF
GO:0004375	glycine dehydrogenase (decarboxylating) activity	MF
GO:0004379	glycylpeptide N-tetradecanoyltransferase activity	MF
GO:0004382	GDP phosphatase activity	MF
GO:0004385	GMP kinase activity	MF
GO:0004386	helicase activity	MF
GO:0004392	heme oxygenase (decyclizing) activity	MF
GO:0004395	obsolete hexaprenyldihydroxybenzoate methyltransferase activity	MF
GO:0004396	hexokinase activity	MF
GO:0004399	histidinol dehydrogenase activity	MF
GO:0004401	histidinol-phosphatase activity	MF
GO:0004402	histone acetyltransferase activity	MF
GO:0004407	histone deacetylase activity	MF
GO:0004408	holocytochrome-c synthase activity	MF
GO:0004409	homoaconitate hydratase activity	MF
GO:0004410	homocitrate synthase activity	MF
GO:0004411	homogentisate 1,2-dioxygenase activity	MF
GO:0004412	homoserine dehydrogenase activity	MF
GO:0004413	homoserine kinase activity	MF
GO:0004414	homoserine O-acetyltransferase activity	MF
GO:0004416	hydroxyacylglutathione hydrolase activity	MF
GO:0004417	hydroxyethylthiazole kinase activity	MF
GO:0004418	hydroxymethylbilane synthase activity	MF
GO:0004420	hydroxymethylglutaryl-CoA reductase (NADPH) activity	MF
GO:0004421	hydroxymethylglutaryl-CoA synthase activity	MF
GO:0004424	imidazoleglycerol-phosphate dehydratase activity	MF
GO:0004425	indole-3-glycerol-phosphate synthase activity	MF
GO:0004427	inorganic diphosphate phosphatase activity	MF
GO:0004430	1-phosphatidylinositol 4-kinase activity	MF
GO:0004435	phosphatidylinositol-4,5-bisphosphate phospholipase C activity	MF
GO:0004438	phosphatidylinositol-3-phosphate phosphatase activity	MF
GO:0004439	phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity	MF
GO:0004441	inositol-1,4-bisphosphate 1-phosphatase activity	MF
GO:0004449	isocitrate dehydrogenase (NAD+) activity	MF
GO:0004450	isocitrate dehydrogenase (NADP+) activity	MF
GO:0004451	isocitrate lyase activity	MF
GO:0004452	isopentenyl-diphosphate delta-isomerase activity	MF
GO:0004455	ketol-acid reductoisomerase activity	MF
GO:0004458	D-lactate dehydrogenase (cytochrome) activity	MF
GO:0004460	L-lactate dehydrogenase (cytochrome) activity	MF
GO:0004462	lactoylglutathione lyase activity	MF
GO:0004463	leukotriene-A4 hydrolase activity	MF
GO:0004467	long-chain fatty acid-CoA ligase activity	MF
GO:0004471	malate dehydrogenase (decarboxylating) (NAD+) activity	MF
GO:0004474	malate synthase activity	MF
GO:0004475	mannose-1-phosphate guanylyltransferase (GTP) activity	MF
GO:0004476	mannose-6-phosphate isomerase activity	MF
GO:0004478	methionine adenosyltransferase activity	MF
GO:0004479	methionyl-tRNA formyltransferase activity	MF
GO:0004482	mRNA 5'-cap (guanine-N7-)-methyltransferase activity	MF
GO:0004484	mRNA guanylyltransferase activity	MF
GO:0004487	methylenetetrahydrofolate dehydrogenase (NAD+) activity	MF
GO:0004488	methylenetetrahydrofolate dehydrogenase (NADP+) activity	MF
GO:0004489	methylenetetrahydrofolate reductase [NAD(P)H] activity	MF
GO:0004491	methylmalonate-semialdehyde dehydrogenase (acylating, NAD+) activity	MF
GO:0004496	mevalonate kinase activity	MF
GO:0004497	monooxygenase activity	MF
GO:0004499	N,N-dimethylaniline monooxygenase activity	MF
GO:0004502	kynurenine 3-monooxygenase activity	MF
GO:0004506	squalene monooxygenase activity	MF
GO:0004512	inositol-3-phosphate synthase activity	MF
GO:0004514	nicotinate-nucleotide diphosphorylase (carboxylating) activity	MF
GO:0004516	nicotinate phosphoribosyltransferase activity	MF
GO:0004518	nuclease activity	MF
GO:0004519	endonuclease activity	MF
GO:0004520	DNA endonuclease activity	MF
GO:0004521	RNA endonuclease activity	MF
GO:0004523	RNA-DNA hybrid ribonuclease activity	MF
GO:0004525	ribonuclease III activity	MF
GO:0004526	ribonuclease P activity	MF
GO:0004527	exonuclease activity	MF
GO:0004529	DNA exonuclease activity	MF
GO:0004534	5'-3' RNA exonuclease activity	MF
GO:0004535	poly(A)-specific ribonuclease activity	MF
GO:0004540	RNA nuclease activity	MF
GO:0004550	nucleoside diphosphate kinase activity	MF
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	MF
GO:0004555	alpha,alpha-trehalase activity	MF
GO:0004557	alpha-galactosidase activity	MF
GO:0004558	alpha-1,4-glucosidase activity	MF
GO:0004559	alpha-mannosidase activity	MF
GO:0004560	alpha-L-fucosidase activity	MF
GO:0004563	beta-N-acetylhexosaminidase activity	MF
GO:0004565	beta-galactosidase activity	MF
GO:0004568	chitinase activity	MF
GO:0004571	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	MF
GO:0004573	Glc3Man9GlcNAc2 oligosaccharide glucosidase activity	MF
GO:0004576	oligosaccharyl transferase activity	MF
GO:0004577	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity	MF
GO:0004579	dolichyl-diphosphooligosaccharide-protein glycotransferase activity	MF
GO:0004581	dolichyl-phosphate beta-glucosyltransferase activity	MF
GO:0004582	dolichyl-phosphate beta-D-mannosyltransferase activity	MF
GO:0004583	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	MF
GO:0004584	obsolete dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity	MF
GO:0004585	ornithine carbamoyltransferase activity	MF
GO:0004586	ornithine decarboxylase activity	MF
GO:0004587	L-ornithine transaminase activity	MF
GO:0004588	orotate phosphoribosyltransferase activity	MF
GO:0004590	orotidine-5'-phosphate decarboxylase activity	MF
GO:0004591	oxoglutarate dehydrogenase (succinyl-transferring) activity	MF
GO:0004592	pantoate-beta-alanine ligase activity	MF
GO:0004594	pantothenate kinase activity	MF
GO:0004596	protein-N-terminal amino-acid acetyltransferase activity	MF
GO:0004601	peroxidase activity	MF
GO:0004602	glutathione peroxidase activity	MF
GO:0004604	phosphoadenylyl-sulfate reductase (thioredoxin) activity	MF
GO:0004605	phosphatidate cytidylyltransferase activity	MF
GO:0004608	phosphatidylethanolamine N-methyltransferase activity	MF
GO:0004609	phosphatidylserine decarboxylase activity	MF
GO:0004610	phosphoacetylglucosamine mutase activity	MF
GO:0004612	phosphoenolpyruvate carboxykinase (ATP) activity	MF
GO:0004615	phosphomannomutase activity	MF
GO:0004616	phosphogluconate dehydrogenase (decarboxylating) activity	MF
GO:0004617	phosphoglycerate dehydrogenase activity	MF
GO:0004618	phosphoglycerate kinase activity	MF
GO:0004619	phosphoglycerate mutase activity	MF
GO:0004622	phosphatidylcholine lysophospholipase A1 activity	MF
GO:0004630	D-type glycerophospholipase activity	MF
GO:0004631	phosphomevalonate kinase activity	MF
GO:0004634	phosphopyruvate hydratase activity	MF
GO:0004635	phosphoribosyl-AMP cyclohydrolase activity	MF
GO:0004636	phosphoribosyl-ATP diphosphatase activity	MF
GO:0004637	phosphoribosylamine-glycine ligase activity	MF
GO:0004638	phosphoribosylaminoimidazole carboxylase activity	MF
GO:0004639	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	MF
GO:0004640	phosphoribosylanthranilate isomerase activity	MF
GO:0004641	phosphoribosylformylglycinamidine cyclo-ligase activity	MF
GO:0004642	phosphoribosylformylglycinamidine synthase activity	MF
GO:0004643	phosphoribosylaminoimidazolecarboxamide formyltransferase activity	MF
GO:0004644	phosphoribosylglycinamide formyltransferase activity	MF
GO:0004647		
GO:0004648	O-phospho-L-serine:2-oxoglutarate transaminase activity	MF
GO:0004649	poly(ADP-ribose) glycohydrolase activity	MF
GO:0004650	polygalacturonase activity	MF
GO:0004651	polynucleotide 5'-phosphatase activity	MF
GO:0004652	obsolete polynucleotide adenylyltransferase activity	MF
GO:0004655	porphobilinogen synthase activity	MF
GO:0004657	proline dehydrogenase activity	MF
GO:0004659	prenyltransferase activity	MF
GO:0004660	protein farnesyltransferase activity	MF
GO:0004662	CAAX-protein geranylgeranyltransferase activity	MF
